rank,amount
58862,100.0
58863,250.0
58864,100.0
58865,100.0
58866,100.0
58867,300.0
58868,50.0
58869,100.0
58870,120.0
58871,1000.0
58872,200.0
58873,25.0
58874,100.0
58875,10.0
58876,50.0
58877,100.0
58878,1000.0
58879,15.0
58880,60.0
58881,100.0
58882,100.0
58883,100.0
58884,200.0
58885,100.0
58886,75.0
58887,100.0
58888,100.0
58889,100.0
58890,100.0
58891,100.0
58892,100.0
58893,50.0
58894,25.0
58895,60.0
58896,100.0
58897,100.0
58898,200.0
58899,25.0
58900,250.0
58901,1000.0
58902,25.0
58903,100.0
58904,100.0
58905,100.0
58906,50.0
58907,100.0
58908,100.0
58909,50.0
58910,500.0
58911,25.0
58912,50.0
58913,20.0
58914,50.0
58915,500.0
58916,50.0
58917,100.0
58918,25.0
58919,25.0
58920,25.0
58921,300.0
58922,100.0
58923,300.0
58924,150.0
58925,10.0
58926,50.0
58927,100.0
58928,50.0
58929,45.0
58930,25.0
58931,120.0
58932,101.0
58933,250.0
58934,10.0
58935,250.0
58936,100.0
58937,100.0
58938,125.0
58939,75.0
58940,5.0
58941,50.0
58942,10.0
58943,500.0
58944,25.0
58945,500.0
58946,25.0
58947,50.0
58948,75.0
58949,200.0
58950,100.0
58951,25.0
58952,500.0
58953,100.0
58954,100.0
58955,100.0
58956,40.0
58957,30.0
58958,500.0
58959,100.0
58960,25.0
58961,50.0
58962,25.0
58963,25.0
58964,100.0
58965,100.0
58966,2500.0
58967,50.0
58968,100.0
58969,50.0
58970,100.0
58971,100.0
58972,25.0
58973,100.0
58974,50.0
58975,250.0
58976,500.0
58977,424.0
58978,500.0
58979,2500.0
58980,500.0
58981,500.0
58982,2500.0
58983,2500.0
58984,300.0
58985,30.0
58986,25.0
58987,40.0
58988,250.0
58989,100.0
58990,500.0
58991,25.0
58992,500.0
58993,100.0
58994,625.0
58995,50.0
58996,10.0
58997,100.0
58998,100.0
58999,50.0
59000,250.0
59001,25.0
59002,50.0
59003,1000.0
59004,100.0
59005,100.0
59006,100.0
59007,500.0
59008,100.0
59009,500.0
59010,100.0
59011,100.0
59012,100.0
59013,100.0
59014,1000.0
59015,25.0
59016,25.0
59017,10.0
59018,25.0
59019,10.0
59020,300.0
59021,50.0
59022,250.0
59023,50.0
59024,500.0
59025,10.0
59026,25.0
59027,50.0
59028,35.0
59029,25.0
59030,2500.0
59031,10.0
59032,10.0
59033,2000.0
59034,10.0
59035,2500.0
59036,1000.0
59037,2500.0
59038,2500.0
59039,75.0
59040,2475.0
59041,2500.0
59042,2500.0
59043,2500.0
59044,1000.0
59045,300.0
59046,50.0
59047,250.0
59048,500.0
59049,250.0
59050,100.0
59051,500.0
59052,2500.0
59053,2500.0
59054,2500.0
59055,60.0
59056,2500.0
59057,1000.0
59058,50.0
59059,100.0
59060,30.0
59061,500.0
59062,50.0
59063,50.0
59064,50.0
59065,110.0
59066,250.0
59067,25.0
59068,500.0
59069,9.0
59070,1000.0
59071,100.0
59072,500.0
59073,500.0
59074,25.0
59075,15.0
59076,50.0
59077,250.0
59078,300.0
59079,500.0
59080,400.0
59081,100.0
59082,25.0
59083,500.0
59084,100.0
59085,25.0
59086,250.0
59087,50.0
59088,15.0
59089,500.0
59090,250.0
59091,2450.0
59092,2500.0
59093,50.0
59094,30.0
59095,2500.0
59096,2500.0
59097,88.0
59098,1000.0
59099,2500.0
59100,2500.0
59101,10.0
59102,55.0
59103,250.0
59104,100.0
59105,100.0
59106,2500.0
59107,44.0
59108,8.0
59109,2000.0
59110,2500.0
59111,50.0
59112,500.0
59113,2500.0
59114,25.0
59115,500.0
59116,10.0
59117,2500.0
59118,1450.0
59119,30.0
59120,100.0
59121,25.0
59122,112.0
59123,500.0
59124,100.0
59125,100.0
59126,200.0
59127,250.0
59128,2500.0
59129,100.0
59130,100.0
59131,50.0
59132,250.0
59133,25.0
59134,500.0
59135,2500.0
59136,2500.0
59137,50.0
59138,100.0
59139,500.0
59140,10.0
59141,100.0
59142,1000.0
59143,100.0
59144,250.0
59145,20.0
59146,150.0
59147,35.0
59148,112.0
59149,10.0
59150,100.0
59151,500.0
59152,100.0
59153,100.0
59154,50.0
59155,25.0
59156,25.0
59157,25.0
59158,25.0
59159,2100.0
59160,2500.0
59161,1000.0
59162,1000.0
59163,25.0
59164,50.0
59165,2500.0
59166,250.0
59167,250.0
59168,2500.0
59169,500.0
59170,2500.0
59171,2500.0
59172,10.0
59173,10.0
59174,25.0
59175,2500.0
59176,2500.0
59177,2500.0
59178,2500.0
59179,100.0
59180,75.0
59181,100.0
59182,55.0
59183,500.0
59184,250.0
59185,300.0
59186,2500.0
59187,2250.0
59188,2000.0
59189,250.0
59190,2000.0
59191,25.0
59192,1500.0
59193,1000.0
59194,44.0
59195,100.0
59196,250.0
59197,25.0
59198,179.0
59199,250.0
59200,2500.0
59201,200.0
59202,1000.0
59203,500.0
59204,70.0
59205,145.0
59206,23.0
59207,15.0
59208,100.0
59209,300.0
59210,25.0
59211,100.0
59212,500.0
59213,500.0
59214,2500.0
59215,25.0
59216,2500.0
59217,100.0
59218,100.0
59219,2500.0
59220,2500.0
59221,50.0
59222,2500.0
59223,2500.0
59224,2500.0
59225,2500.0
59226,2400.0
59227,50.0
59228,2500.0
59229,2500.0
59230,2315.0
59231,50.0
59232,500.0
59233,10.0
59234,280.0
59235,10.0
59236,44.0
59237,25.0
59238,250.0
59239,2500.0
59240,2500.0
59241,10.0
59242,10.0
59243,2500.0
59244,500.0
59245,88.0
59246,500.0
59247,2500.0
59248,10.0
59249,2500.0
59250,1365.0
59251,2500.0
59252,2500.0
59253,50.0
59254,105.0
59255,100.0
59256,500.0
59257,30.0
59258,2500.0
59259,44.0
59260,34.0
59261,70.0
59262,100.0
59263,10.0
59264,2500.0
59265,2500.0
59266,2500.0
59267,250.0
59268,1500.0
59269,2400.0
59270,2500.0
59271,500.0
59272,250.0
59273,250.0
59274,100.0
59275,250.0
59276,500.0
59277,20.0
59278,25.0
59279,10.0
59280,2500.0
59281,2500.0
59282,1000.0
59283,2250.0
59284,100.0
59285,25.0
59286,2500.0
59287,100.0
59288,88.0
59289,2500.0
59290,2500.0
59291,250.0
59292,50.0
59293,300.0
59294,60.0
59295,225.0
59296,1000.0
59297,25.0
59298,15.0
59299,500.0
59300,25.0
59301,2500.0
59302,100.0
59303,500.0
59304,200.0
59305,50.0
59306,55.0
59307,50.0
59308,50.0
59309,10.0
59310,2500.0
59311,25.0
59312,2500.0
59313,100.0
59314,100.0
59315,10.0
59316,88.0
59317,20.0
59318,50.0
59319,50.0
59320,50.0
59321,50.0
59322,212.0
59323,50.0
59324,55.0
59325,212.0
59326,100.0
59327,50.0
59328,500.0
59329,2500.0
59330,250.0
59331,250.0
59332,1800.0
59333,34.0
59334,30.0
59335,57.0
59336,25.0
59337,2500.0
59338,1000.0
59339,2500.0
59340,2500.0
59341,25.0
59342,50.0
59343,10.0
59344,50.0
59345,500.0
59346,75.0
59347,100.0
59348,500.0
59349,100.0
59350,100.0
59351,250.0
59352,500.0
59353,25.0
59354,1000.0
59355,2500.0
59356,2325.0
59357,2500.0
59358,2500.0
59359,2500.0
59360,500.0
59361,2500.0
59362,2500.0
59363,2500.0
59364,10.0
59365,25.0
59366,2500.0
59367,2500.0
59368,2500.0
59369,2500.0
59370,2500.0
59371,25.0
59372,25.0
59373,500.0
59374,140.0
59375,2500.0
59376,100.0
59377,25.0
59378,50.0
59379,2000.0
59380,1500.0
59381,50.0
59382,50.0
59383,100.0
59384,100.0
59385,100.0
59386,15.0
59387,100.0
59388,50.0
59389,25.0
59390,250.0
59391,25.0
59392,300.0
59393,250.0
59394,25.0
59395,10.0
59396,2500.0
59397,2500.0
59398,50.0
59399,2500.0
59400,50.0
59401,250.0
59402,100.0
59403,250.0
59404,200.0
59405,10.0
59406,44.0
59407,65.0
59408,250.0
59409,2500.0
59410,500.0
59411,100.0
59412,25.0
59413,50.0
59414,75.0
59415,100.0
59416,100.0
59417,250.0
59418,249.0
59419,250.0
59420,500.0
59421,250.0
59422,500.0
59423,50.0
59424,50.0
59425,100.0
59426,500.0
59427,2500.0
59428,2500.0
59429,1000.0
59430,50.0
59431,35.0
59432,25.0
59433,50.0
59434,100.0
59435,300.0
59436,250.0
59437,130.0
59438,10.0
59439,25.0
59440,230.0
59441,50.0
59442,25.0
59443,25.0
59444,10.0
59445,10.0
59446,50.0
59447,212.0
59448,50.0
59449,50.0
59450,40.0
59451,100.0
59452,35.0
59453,500.0
59454,110.0
59455,50.0
59456,250.0
59457,2500.0
59458,2475.0
59459,50.0
59460,1500.0
59461,100.0
59462,40.0
59463,300.0
59464,25.0
59465,500.0
59466,2500.0
59467,25.0
59468,100.0
59469,50.0
59470,2000.0
59471,50.0
59472,100.0
59473,50.0
59474,250.0
59475,25.0
59476,1000.0
59477,50.0
59478,250.0
59479,50.0
59480,2500.0
59481,2500.0
59482,10.0
59483,65.0
59484,500.0
59485,250.0
59486,150.0
59487,2500.0
59488,25.0
59489,10.0
59490,2000.0
59491,201.0
59492,2475.0
59493,50.0
59494,2500.0
59495,375.0
59496,10.0
59497,75.0
59498,250.0
59499,10.0
59500,100.0
59501,25.0
59502,25.0
59503,100.0
59504,100.0
59505,200.0
59506,75.0
59507,1000.0
59508,100.0
59509,75.0
59510,25.0
59511,35.0
59512,250.0
59513,25.0
59514,90.0
59515,20.0
59516,100.0
59517,10.0
59518,110.0
59519,1000.0
59520,123.0
59521,500.0
59522,2500.0
59523,2500.0
59524,25.0
59525,100.0
59526,100.0
59527,150.0
59528,1000.0
59529,100.0
59530,1000.0
59531,15.0
59532,50.0
59533,2190.0
59534,100.0
59535,25.0
59536,2500.0
59537,2500.0
59538,44.0
59539,2500.0
59540,2370.0
59541,20.0
59542,2500.0
59543,50.0
59544,2500.0
59545,10.0
59546,100.0
59547,10.0
59548,2500.0
59549,3.0
59550,250.0
59551,2500.0
59552,20.0
59553,20.0
59554,2500.0
59555,10.0
59556,2500.0
59557,2500.0
59558,250.0
59559,250.0
59560,50.0
59561,20.12
59562,100.0
59563,100.0
59564,100.0
59565,250.0
59566,50.0
59567,100.0
59568,500.0
59569,250.0
59570,250.0
59571,30.0
59572,25.0
59573,25.0
59574,220.0
59575,50.0
59576,100.0
59577,25.0
59578,212.0
59579,50.0
59580,200.0
59581,100.0
59582,100.0
59583,100.0
59584,200.0
59585,250.0
59586,1000.0
59587,200.0
59588,20.0
59589,500.0
59590,2500.0
59591,2500.0
59592,2500.0
59593,50.0
59594,100.0
59595,25.0
59596,10.0
59597,2500.0
59598,55.0
59599,190.0
59600,375.0
59601,250.0
59602,250.0
59603,250.0
59604,100.0
59605,2500.0
59606,50.0
59607,2500.0
59608,25.0
59609,2500.0
59610,1000.0
59611,2500.0
59612,85.0
59613,500.0
59614,25.0
59615,2500.0
59616,25.0
59617,50.0
59618,1500.0
59619,250.0
59620,1000.0
59621,100.0
59622,50.0
59623,2500.0
59624,10.0
59625,2500.0
59626,100.0
59627,2500.0
59628,2500.0
59629,500.0
59630,100.0
59631,500.0
59632,100.0
59633,110.0
59634,25.0
59635,250.0
59636,250.0
59637,1000.0
59638,100.0
59639,10.0
59640,50.0
59641,50.0
59642,1000.0
59643,100.0
59644,18.0
59645,2500.0
59646,2500.0
59647,2000.0
59648,300.0
59649,25.0
59650,25.0
59651,300.0
59652,100.0
59653,25.0
59654,100.0
59655,2500.0
59656,2500.0
59657,2500.0
59658,2500.0
59659,2500.0
59660,1000.0
59661,500.0
59662,350.0
59663,1000.0
59664,2500.0
59665,500.0
59666,100.0
59667,1500.0
59668,30.0
59669,3.0
59670,100.0
59671,2500.0
59672,1000.0
59673,147.0
59674,1000.0
59675,50.0
59676,50.0
59677,10.0
59678,2500.0
59679,2500.0
59680,10.0
59681,2500.0
59682,88.0
59683,2500.0
59684,300.0
59685,2500.0
59686,2500.0
59687,250.0
59688,25.0
59689,30.0
59690,10.0
59691,1000.0
59692,2000.0
59693,1000.0
59694,2500.0
59695,2000.0
59696,25.0
59697,100.0
59698,250.0
59699,10.0
59700,50.0
59701,204.44
59702,250.0
59703,250.0
59704,50.0
59705,500.0
59706,300.0
59707,1000.0
59708,2250.0
59709,25.0
59710,35.0
59711,250.0
59712,50.0
59713,50.0
59714,250.0
59715,10.0
59716,30.0
59717,250.0
59718,1000.0
59719,200.0
59720,60.0
59721,30.0
59722,2500.0
59723,2500.0
59724,2500.0
59725,750.0
59726,2500.0
59727,30.0
59728,2500.0
59729,2475.0
59730,2500.0
59731,2500.0
59732,25.0
59733,2500.0
59734,25.0
59735,150.0
59736,2500.0
59737,250.0
59738,500.0
59739,44.0
59740,2500.0
59741,25.0
59742,2500.0
59743,10.0
59744,1000.0
59745,50.0
59746,10.0
59747,200.0
59748,2500.0
59749,250.0
59750,21.0
59751,30.0
59752,2500.0
59753,2500.0
59754,2500.0
59755,2500.0
59756,200.0
59757,500.0
59758,2500.0
59759,2500.0
59760,1000.0
59761,2500.0
59762,2500.0
59763,2000.0
59764,500.0
59765,500.0
59766,2500.0
59767,25.0
59768,250.0
59769,44.0
59770,100.0
59771,205.0
59772,2500.0
59773,15.0
59774,2500.0
59775,2500.0
59776,2500.0
59777,2500.0
59778,2500.0
59779,10.0
59780,2500.0
59781,2500.0
59782,2500.0
59783,2500.0
59784,75.0
59785,300.0
59786,250.0
59787,105.0
59788,1000.0
59789,10.0
59790,500.0
59791,1250.0
59792,2500.0
59793,2500.0
59794,2500.0
59795,2500.0
59796,10.0
59797,2500.0
59798,2500.0
59799,500.0
59800,180.0
59801,250.0
59802,45.0
59803,44.0
59804,30.0
59805,2500.0
59806,10.0
59807,2500.0
59808,2500.0
59809,250.0
59810,10.0
59811,1000.0
59812,10.0
59813,2000.0
59814,15.0
59815,2500.0
59816,30.0
59817,2500.0
59818,250.0
59819,44.0
59820,50.0
59821,500.0
59822,10.0
59823,100.0
59824,2000.0
59825,10.0
59826,25.0
59827,2000.0
59828,33.0
59829,2500.0
59830,2500.0
59831,300.0
59832,2500.0
59833,10.0
59834,2500.0
59835,2500.0
59836,2500.0
59837,2500.0
59838,2500.0
59839,250.0
59840,2500.0
59841,10.0
59842,2500.0
59843,2500.0
59844,500.0
59845,2500.0
59846,10.0
59847,88.0
59848,2500.0
59849,10.0
59850,25.0
59851,30.0
59852,1500.0
59853,2500.0
59854,2490.0
59855,2500.0
59856,25.0
59857,2500.0
59858,2500.0
59859,2500.0
59860,2500.0
59861,2500.0
59862,250.0
59863,103.0
59864,2500.0
59865,250.0
59866,2500.0
59867,75.0
59868,1000.0
59869,2000.0
59870,10.0
59871,2500.0
59872,250.0
59873,250.0
59874,2500.0
59875,2500.0
59876,5.0
59877,43.0
59878,2500.0
59879,1500.0
59880,30.0
59881,50.0
59882,250.0
59883,1000.0
59884,40.0
59885,300.0
59886,25.0
59887,250.0
59888,10.0
59889,2500.0
59890,25.0
59891,65.0
59892,2500.0
59893,2500.0
59894,1000.0
59895,2000.0
59896,10.0
59897,2500.0
59898,2500.0
59899,2500.0
59900,2500.0
59901,50.0
59902,88.0
59903,100.0
59904,1000.0
59905,1000.0
59906,2500.0
59907,2500.0
59908,2500.0
59909,10.0
59910,2500.0
59911,1000.0
59912,2500.0
59913,250.0
59914,139.0
59915,15.0
59916,2500.0
59917,2500.0
59918,43.0
59919,500.0
59920,6.0
59921,2500.0
59922,2500.0
59923,2500.0
59924,2500.0
59925,1000.0
59926,33.0
59927,2500.0
59928,500.0
59929,33.0
59930,1000.0
59931,2500.0
59932,500.0
59933,2500.0
59934,2500.0
59935,2500.0
59936,2500.0
59937,250.0
59938,2000.0
59939,500.0
59940,2500.0
59941,2500.0
59942,2500.0
59943,45.0
59944,2500.0
59945,250.0
59946,25.0
59947,2500.0
59948,2500.0
59949,10.0
59950,1000.0
59951,10.0
59952,2500.0
59953,1250.0
59954,2500.0
59955,1000.0
59956,2500.0
59957,250.0
59958,50.0
59959,2500.0
59960,250.0
59961,2500.0
59962,2500.0
59963,88.0
59964,500.0
59965,2400.0
59966,2500.0
59967,500.0
59968,15.0
59969,65.0
59970,20.0
59971,30.0
59972,500.0
59973,44.0
59974,98.0
59975,250.0
59976,2500.0
59977,1700.0
59978,68.0
59979,25.0
59980,2500.0
59981,500.0
59982,2500.0
59983,10.0
59984,2500.0
59985,50.0
59986,10.0
59987,2500.0
59988,10.0
59989,2500.0
59990,2500.0
59991,250.0
59992,2500.0
59993,2500.0
59994,2500.0
59995,2500.0
59996,2500.0
59997,2500.0
59998,100.0
59999,2500.0
60000,2500.0
60001,1000.0
60002,2500.0
60003,2500.0
60004,2500.0
60005,250.0
60006,6.0
60007,50.0
60008,25.0
60009,2500.0
60010,2500.0
60011,5.0
60012,2500.0
60013,2500.0
60014,1000.0
60015,2500.0
60016,16.0
60017,25.0
60018,50.0
60019,25.0
60020,25.0
60021,2125.0
60022,50.0
60023,2500.0
60024,2500.0
60025,2500.0
60026,2500.0
60027,2500.0
60028,100.0
60029,2500.0
60030,2500.0
60031,2500.0
60032,2500.0
60033,15.0
60034,750.0
60035,55.0
60036,1000.0
60037,44.0
60038,2500.0
60039,25.0
60040,105.0
60041,30.0
60042,250.0
60043,10.0
60044,20.0
60045,10.0
60046,1500.0
60047,500.0
60048,2500.0
60049,300.0
60050,2500.0
60051,2500.0
60052,2500.0
60053,2500.0
60054,250.0
60055,30.0
60056,50.0
60057,2500.0
60058,2500.0
60059,2500.0
60060,2500.0
60061,2500.0
60062,2485.0
60063,50.0
60064,1500.0
60065,2500.0
60066,2500.0
60067,1000.0
60068,2500.0
60069,25.0
60070,10.0
60071,44.0
60072,25.0
60073,500.0
60074,250.0
60075,600.0
60076,2500.0
60077,10.0
60078,2400.0
60079,12.0
60080,38.0
60081,2500.0
60082,2500.0
60083,10.0
60084,2500.0
60085,1000.0
60086,25.0
60087,44.0
60088,2500.0
60089,20.0
60090,25.0
60091,10.0
60092,10.0
60093,50.0
60094,250.0
60095,1000.0
60096,100.0
60097,2500.0
60098,46.0
60099,1500.0
60100,100.0
60101,2500.0
60102,2500.0
60103,2500.0
60104,2500.0
60105,2500.0
60106,10.0
60107,15.0
60108,500.0
60109,32.0
60110,1500.0
60111,2500.0
60112,100.0
60113,10.0
60114,15.0
60115,2500.0
60116,100.0
60117,40.0
60118,2000.0
60119,2400.0
60120,2500.0
60121,2500.0
60122,45.0
60123,2500.0
60124,250.0
60125,10.0
60126,43.0
60127,2500.0
60128,10.0
60129,100.0
60130,20.0
60131,2500.0
60132,500.0
60133,156.0
60134,88.0
60135,50.0
60136,250.0
60137,2000.0
60138,88.0
60139,1000.0
60140,46.0
60141,1000.0
60142,200.0
60143,750.0
60144,20.0
60145,300.0
60146,8.0
60147,44.0
60148,250.0
60149,2500.0
60150,120.0
60151,2500.0
60152,174.75
60153,95.0
60154,83.0
60155,55.0
60156,250.0
60157,25.0
60158,25.0
60159,2500.0
60160,35.0
60161,1000.0
60162,25.0
60163,2500.0
60164,250.0
60165,2500.0
60166,2500.0
60167,10.0
60168,2500.0
60169,10.0
60170,10.0
60171,30.0
60172,10.0
60173,10.0
60174,1000.0
60175,20.0
60176,750.0
60177,100.0
60178,103.0
60179,1750.0
60180,250.0
60181,2000.0
60182,25.0
60183,10.0
60184,2500.0
60185,2500.0
60186,10.0
60187,250.0
60188,12.0
60189,250.0
60190,2500.0
60191,50.0
60192,2085.0
60193,50.0
60194,45.0
60195,38.0
60196,2500.0
60197,25.0
60198,50.0
60199,2500.0
60200,2500.0
60201,10.0
60202,10.0
60203,25.0
60204,25.0
60205,10.0
60206,25.0
60207,2500.0
60208,2500.0
60209,150.0
60210,2500.0
60211,710.0
60212,2500.0
60213,2000.0
60214,2500.0
60215,250.0
60216,2500.0
60217,10.0
60218,27.0
60219,2500.0
60220,1000.0
60221,1000.0
60222,10.0
60223,20.0
60224,2300.0
60225,1000.0
60226,250.0
60227,2135.0
60228,750.0
60229,50.0
60230,50.0
60231,250.0
60232,500.0
60233,500.0
60234,100.0
60235,500.0
60236,25.0
60237,2500.0
60238,2500.0
60239,50.0
60240,2500.0
60241,2500.0
60242,25.0
60243,38.0
60244,2500.0
60245,50.0
60246,2000.0
60247,100.0
60248,25.0
60249,40.0
60250,2500.0
60251,2500.0
60252,100.0
60253,2500.0
60254,10.0
60255,500.0
60256,2500.0
60257,250.0
60258,25.0
60259,50.0
60260,250.0
60261,15.0
60262,10.0
60263,25.0
60264,2500.0
60265,2500.0
60266,2500.0
60267,100.0
60268,250.0
60269,25.0
60270,10.0
60271,1000.0
60272,150.0
60273,2500.0
60274,2500.0
60275,2500.0
60276,2500.0
60277,2500.0
60278,1000.0
60279,1700.0
60280,500.0
60281,88.0
60282,2500.0
60283,250.0
60284,25.0
60285,600.0
60286,1000.0
60287,300.0
60288,30.0
60289,2500.0
60290,10.0
60291,1000.0
60292,10.0
60293,2500.0
60294,10.0
60295,700.0
60296,2500.0
60297,130.0
60298,88.0
60299,100.0
60300,2500.0
60301,10.0
60302,10.0
60303,25.0
60304,2500.0
60305,250.0
60306,43.0
60307,10.0
60308,1500.0
60309,250.0
60310,10.0
60311,80.0
60312,2500.0
60313,2500.0
60314,30.0
60315,25.0
60316,250.0
60317,2150.0
60318,2500.0
60319,500.0
60320,2500.0
60321,2500.0
60322,2500.0
60323,2500.0
60324,2500.0
60325,2500.0
60326,50.0
60327,40.0
60328,150.0
60329,2000.0
60330,10.0
60331,93.0
60332,2500.0
60333,41.0
60334,10.0
60335,1000.0
60336,250.0
60337,10.0
60338,1000.0
60339,100.0
60340,30.0
60341,45.0
60342,25.0
60343,10.0
60344,250.0
60345,10.0
60346,25.0
60347,40.0
60348,250.0
60349,250.0
60350,2500.0
60351,50.0
60352,2500.0
60353,11.0
60354,2000.0
60355,2500.0
60356,500.0
60357,2500.0
60358,1000.0
60359,100.0
60360,2500.0
60361,2500.0
60362,88.0
60363,33.0
60364,2500.0
60365,10.0
60366,2500.0
60367,2500.0
60368,2320.0
60369,25.0
60370,5.0
60371,10.0
60372,250.0
60373,25.0
60374,2500.0
60375,2500.0
60376,30.0
60377,250.0
60378,100.0
60379,50.0
60380,100.0
60381,190.0
60382,50.0
60383,100.0
60384,100.0
60385,112.0
60386,10.0
60387,150.0
60388,50.0
60389,15.0
60390,500.0
60391,25.0
60392,100.0
60393,100.0
60394,90.0
60395,2000.0
60396,50.0
60397,2300.0
60398,10.0
60399,1500.0
60400,88.0
60401,250.0
60402,500.0
60403,250.0
60404,50.0
60405,45.0
60406,250.0
60407,35.0
60408,2500.0
60409,49.0
60410,10.0
60411,2500.0
60412,500.0
60413,132.0
60414,256.0
60415,2500.0
60416,2500.0
60417,2500.0
60418,30.0
60419,1500.0
60420,2500.0
60421,2500.0
60422,250.0
60423,50.0
60424,25.0
60425,10.0
60426,100.0
60427,2500.0
60428,2500.0
60429,1000.0
60430,500.0
60431,500.0
60432,2500.0
60433,750.0
60434,2500.0
60435,25.0
60436,52.5
60437,1000.0
60438,250.0
60439,25.0
60440,20.0
60441,100.0
60442,100.0
60443,75.0
60444,250.0
60445,10.0
60446,1000.0
60447,100.0
60448,100.0
60449,100.0
60450,250.0
60451,62.0
60452,10.0
60453,100.0
60454,244.0
60455,25.0
60456,100.0
60457,100.0
60458,500.0
60459,10.0
60460,162.0
60461,100.0
60462,250.0
60463,250.0
60464,500.0
60465,25.0
60466,100.0
60467,30.0
60468,100.0
60469,100.0
60470,100.0
60471,100.0
60472,250.0
60473,35.0
60474,25.0
60475,365.0
60476,75.0
60477,100.0
60478,100.0
60479,100.0
60480,150.0
60481,50.0
60482,500.0
60483,100.0
60484,50.0
60485,200.0
60486,400.0
60487,200.0
60488,25.0
60489,100.0
60490,200.0
60491,10.0
60492,1000.0
60493,250.0
60494,10.0
60495,250.0
60496,50.0
60497,212.0
60498,50.0
60499,500.0
60500,50.0
60501,250.0
60502,300.0
60503,500.0
60504,50.0
60505,50.0
60506,25.0
60507,500.0
60508,25.0
60509,100.0
60510,22.0
60511,100.0
60512,500.0
60513,250.0
60514,18.0
60515,288.0
60516,100.0
60517,100.0
60518,25.0
60519,300.0
60520,200.0
60521,300.0
60522,20.0
60523,100.0
60524,10.0
60525,212.0
60526,100.0
60527,25.0
60528,200.0
60529,25.0
60530,25.0
60531,500.0
60532,50.0
60533,250.0
60534,250.0
60535,100.0
60536,35.0
60537,35.0
60538,35.0
60539,500.0
60540,50.0
60541,500.0
60542,20.0
60543,25.0
60544,25.0
60545,2500.0
60546,100.0
60547,25.0
60548,1000.0
60549,1000.0
60550,250.0
60551,50.0
60552,25.0
60553,50.0
60554,200.0
60555,190.0
60556,100.0
60557,50.0
60558,35.0
60559,100.0
60560,50.0
60561,50.0
60562,10.0
60563,250.0
60564,25.0
60565,500.0
60566,75.0
60567,50.0
60568,50.0
60569,500.0
60570,100.0
60571,25.0
60572,55.0
60573,250.0
60574,200.0
60575,250.0
60576,100.0
60577,100.0
60578,100.0
60579,250.0
60580,75.0
60581,100.0
60582,50.0
60583,500.0
60584,250.0
60585,250.0
60586,50.0
60587,200.0
60588,25.0
60589,25.0
60590,100.0
60591,250.0
60592,100.0
60593,25.0
60594,50.0
60595,50.0
60596,100.0
60597,250.0
60598,50.0
60599,55.0
60600,250.0
60601,250.0
60602,100.0
60603,100.0
60604,500.0
60605,100.0
60606,190.0
60607,250.0
60608,500.0
60609,100.0
60610,10.0
60611,100.0
60612,10.0
60613,2500.0
60614,150.0
60615,250.0
60616,10.0
60617,50.0
60618,250.0
60619,500.0
60620,50.0
60621,500.0
60622,250.0
60623,50.0
60624,50.0
60625,50.0
60626,100.0
60627,100.0
60628,250.0
60629,250.0
60630,25.0
60631,50.0
60632,1000.0
60633,25.0
60634,500.0
60635,50.0
60636,500.0
60637,1000.0
60638,50.0
60639,25.0
60640,50.0
60641,1000.0
60642,50.0
60643,250.0
60644,25.0
60645,50.0
60646,100.0
60647,500.0
60648,100.0
60649,100.0
60650,25.0
60651,50.0
60652,250.0
60653,100.0
60654,400.0
60655,100.0
60656,20.0
60657,50.0
60658,25.0
60659,250.0
60660,25.0
60661,100.0
60662,100.0
60663,25.0
60664,50.0
60665,50.0
60666,100.0
60667,100.0
60668,100.0
60669,50.0
60670,300.0
60671,25.0
60672,112.0
60673,50.0
60674,150.0
60675,250.0
60676,25.0
60677,500.0
60678,50.0
60679,150.0
60680,250.0
60681,50.0
60682,100.0
60683,250.0
60684,100.0
60685,10.0
60686,25.0
60687,50.0
60688,500.0
60689,100.0
60690,50.0
60691,25.0
60692,25.0
60693,5.0
60694,50.0
60695,50.0
60696,25.0
60697,200.0
60698,1000.0
60699,100.0
60700,100.0
60701,50.0
60702,50.0
60703,100.0
60704,25.0
60705,250.0
60706,200.0
60707,250.0
60708,100.0
60709,250.0
60710,15.0
60711,25.0
60712,25.0
60713,250.0
60714,100.0
60715,25.0
60716,50.0
60717,250.0
60718,25.0
60719,200.0
60720,115.0
60721,112.0
60722,100.0
60723,50.0
60724,50.0
60725,1000.0
60726,100.0
60727,1000.0
60728,10.0
60729,500.0
60730,50.0
60731,25.0
60732,100.0
60733,2000.0
60734,850.0
60735,200.0
60736,75.0
60737,100.0
60738,100.0
60739,300.0
60740,50.0
60741,35.0
60742,100.0
60743,25.0
60744,100.0
60745,500.0
60746,100.0
60747,100.0
60748,250.0
60749,5.0
60750,50.0
60751,25.0
60752,75.0
60753,25.0
60754,100.0
60755,10.0
60756,250.0
60757,150.0
60758,50.0
60759,212.0
60760,150.0
60761,20.0
60762,100.0
60763,15.0
60764,25.0
60765,100.0
60766,25.0
60767,25.0
60768,50.0
60769,1000.0
60770,25.0
60771,25.0
60772,35.0
60773,100.0
60774,50.0
60775,500.0
60776,15.0
60777,250.0
60778,150.0
60779,25.0
60780,500.0
60781,250.0
60782,50.0
